id,label
535,0.000351
11617,0.999941
8049,0.999946
6033,0.000234
10448,0.999946
2372,0.999940
11243,0.000001
90,0.070401
11735,0.999898
10733,0.998783
4124,0.000048
4395,0.017782
9031,0.999939
1760,0.000001
7073,0.999943
9771,0.999909
1826,0.999792
7469,0.999941
2721,0.999415
5378,0.999919
10041,0.999948
529,0.005614
6749,0.952700
860,0.000024
7747,0.999917
10507,0.679537
1231,0.913361
4745,0.999861
9434,0.001284
835,0.999948
4077,0.999945
6841,0.000003
9397,0.999944
8411,0.999922
10243,0.999875
7933,0.999950
6864,0.000002
3257,0.000064
4040,0.999947
1644,0.999949
11264,0.000000
11555,0.999945
4778,0.999844
1546,0.999946
569,0.999931
1735,0.999890
2675,0.000023
9644,0.000002
5489,0.999948
4257,0.999950
12481,0.916571
9459,0.999715
8587,0.080550
10875,0.999883
261,0.000406
11534,0.005454
10740,0.000002
11047,0.999946
10482,0.000140
2946,0.999943
2056,0.999940
3241,0.999939
7261,0.999952
2603,0.012915
578,0.000001
48,0.999945
5904,0.999945
3990,0.999941
7043,0.999407
7856,0.999937
8955,0.001150
7845,0.999917
12411,0.999942
5939,0.000070
10396,0.999948
3952,0.999913
8433,0.999951
1233,0.000002
3434,0.999949
7541,0.994586
1717,0.999945
11265,0.999946
1304,0.999944
6393,0.999933
8553,0.000013
4430,0.999945
5737,0.999946
9372,0.999949
289,0.999939
1541,0.999951
7505,0.999942
155,0.999946
4676,0.999950
11421,0.000147
5016,0.999937
11284,0.999947
8058,0.999949
5337,0.999931
3091,0.000033
4499,0.999945
8025,0.001509
10718,0.807396
4050,0.999949
8182,0.999941
2710,0.999941
8392,0.999938
10414,0.999950
6291,0.000021
9819,0.000930
1461,0.000004
891,0.999944
8487,0.000003
5097,0.000002
7657,0.064291
12104,0.010174
11601,0.999938
864,0.999941
2572,0.006295
3147,0.999949
2791,0.999915
8323,0.999943
4459,0.001667
5840,0.000158
1383,0.000000
6542,0.999948
11697,0.999947
7976,0.003188
9448,0.999949
1828,0.999870
6844,0.999943
7885,0.999933
10512,0.874337
1330,0.000069
5864,0.999907
6006,0.494672
8761,0.999948
8033,0.999915
1263,0.973398
3868,0.000002
9015,0.009141
11298,0.000088
5629,0.999949
4224,0.999939
3263,0.000179
9528,0.000001
123,0.001575
998,0.999948
509,0.999942
5287,0.000888
4032,0.999938
5989,0.999943
10685,0.000029
4513,0.334531
6721,0.999949
3690,0.999940
1682,0.999944
5369,0.999942
6976,0.998576
6845,0.612908
7865,0.000141
8427,0.006195
12090,0.999917
600,0.000039
3926,0.999941
3141,0.999918
106,0.999937
367,0.999925
11207,0.000000
10246,0.999937
3511,0.999945
11423,0.999943
8284,0.916474
9954,0.999942
5102,0.000034
4332,0.000038
10105,0.999911
6273,0.999945
5535,0.006050
4517,0.000004
10778,0.000591
6530,0.999941
7538,0.999948
10028,0.019375
158,0.999945
1188,0.999932
7157,0.054119
6578,0.000111
740,0.035563
7742,0.000105
4723,0.999943
2836,0.071675
12464,0.999936
7771,0.000001
2396,0.000000
5162,0.999948
3570,0.999934
5799,0.999619
11767,0.999935
11435,0.999911
11711,0.999850
3863,0.000072
5243,0.999897
10296,0.000006
3047,0.000020
1067,0.999940
5641,0.999943
9332,0.000001
8219,0.999948
1807,0.999904
12195,0.001123
10451,0.000802
4790,0.999947
1577,0.999946
1979,0.999947
3831,0.000001
8202,0.999944
8843,0.999940
1940,0.999942
195,0.999947
550,0.005720
3399,0.999952
8781,0.000219
11781,0.999949
11159,0.999942
7931,0.000040
6548,0.000001
6115,0.000130
12142,0.001819
8191,0.999938
274,0.000014
7531,0.999940
138,0.995968
6259,0.079853
9314,0.003351
2694,0.000064
9536,0.014989
10109,0.000001
1589,0.000090
2742,0.000001
6483,0.000034
6288,0.999944
8879,0.999925
11485,0.000419
4738,0.999921
12197,0.038403
10770,0.999954
2061,0.999947
5496,0.999943
8338,0.000002
1531,0.999941
5819,0.999946
11363,0.999923
11910,0.999947
7716,0.999935
12401,0.999948
5439,0.996916
1350,0.999951
768,0.999939
307,0.999919
478,0.000001
6816,0.999945
11065,0.999943
3935,0.000278
11693,0.049014
9673,0.998861
4540,0.201412
12019,0.003721
10306,0.999925
12010,0.999943
1825,0.999945
8984,0.000581
8473,0.005184
4094,0.000110
1371,0.985779
162,0.000005
10655,0.000064
11917,0.999945
4936,0.000008
5970,0.999948
7230,0.970691
2556,0.999947
4897,0.999941
6751,0.999946
281,0.999944
546,0.993587
5418,0.999951
4505,0.911234
7656,0.000032
10790,0.999599
5044,0.019109
5137,0.000015
10665,0.000006
8963,0.000091
5753,0.018121
11936,0.000261
12193,0.004221
12470,0.999945
9244,0.999944
12219,0.999898
3357,0.999918
4787,0.999947
4802,0.999952
1167,0.999942
10054,0.001274
7337,0.050583
2454,0.000002
2580,0.000056
141,0.000001
11872,0.000107
10608,0.999799
1667,0.999946
10779,0.801815
4318,0.000001
549,0.000003
4288,0.000001
8630,0.999931
5077,0.999947
10043,0.999944
576,0.999931
12375,0.999939
8696,0.999947
7282,0.000912
5203,0.999941
6637,0.999930
2025,0.002067
7214,0.999943
7356,0.001408
1769,0.999938
9145,0.000018
7231,0.999949
6938,0.999944
11439,0.999946
7827,0.999942
4378,0.999948
5171,0.999949
2764,0.246567
2176,0.999946
3576,0.000012
6452,0.000196
306,0.999942
4634,0.001576
8104,0.963006
10149,0.000004
9330,0.999946
11376,0.000036
9922,0.001763
2558,0.000161
4998,0.999946
7750,0.073221
606,0.818788
9195,0.000439
1039,0.000334
5782,0.999946
1959,0.000355
9931,0.999949
449,0.000014
3474,0.000032
1272,0.999944
4726,0.999939
7955,0.558531
4286,0.012243
4256,0.000301
12272,0.000001
664,0.000000
10548,0.999945
2770,0.999946
1856,0.999943
6796,0.000008
4781,0.000001
6124,0.000002
11956,0.999949
7917,0.002803
6824,0.999947
5853,0.000003
8151,0.000003
4705,0.999940
7064,0.078266
4800,0.003138
10297,0.999949
6383,0.000029
4201,0.000429
9595,0.000003
69,0.999947
4885,0.343935
11093,0.999937
2641,0.999945
11364,0.000007
3134,0.999943
7086,0.001759
10267,0.000003
3484,0.999949
1780,0.000820
6762,0.001258
1282,0.000006
538,0.001876
4205,0.088659
2633,0.211101
10920,0.999941
2348,0.000148
8568,0.005806
273,0.999950
7692,0.320458
6066,0.999939
5212,0.999940
8229,0.999941
2378,0.999941
8659,0.001670
1832,0.999945
7056,0.001840
6546,0.999946
11313,0.000159
3918,0.999946
5530,0.000918
7686,0.000001
3853,0.975475
6791,0.999275
6017,0.999927
9884,0.000000
3109,0.598216
2030,0.003188
7445,0.999943
4081,0.509875
6595,0.000014
2405,0.000005
11081,0.999943
11113,0.002335
326,0.999942
9484,0.000511
10510,0.005026
11578,0.000001
10907,0.999947
6170,0.000004
9904,0.000003
3924,0.999947
3002,0.999946
11425,0.999920
12466,0.925957
7926,0.335021
12087,0.999942
4200,0.994343
2662,0.999894
10020,0.000204
1099,0.000001
7241,0.000003
7874,0.999918
8163,0.010358
5691,0.999935
12149,0.999955
2053,0.002765
1761,0.999343
11053,0.999936
122,0.000006
2487,0.999946
11374,0.016184
5899,0.000002
300,0.120354
2398,0.999947
1708,0.999931
2842,0.999694
3239,0.999276
2602,0.999930
4019,0.002349
9768,0.999944
8123,0.999946
2024,0.001017
3763,0.080920
458,0.391783
11758,0.999944
9242,0.999907
7264,0.999950
6138,0.001248
2400,0.999945
2409,0.999910
4209,0.000601
5616,0.000002
1355,0.000001
4892,0.343284
12252,0.000001
4537,0.999948
5019,0.999921
2632,0.000000
8450,0.070679
8260,0.999944
6055,0.999948
6743,0.000058
11557,0.000002
8767,0.999949
5081,0.999947
1661,0.000157
5417,0.475082
1627,0.003187
3244,0.999943
4735,0.000105
8236,0.769659
2302,0.000014
7389,0.000128
988,0.399100
3818,0.999940
4598,0.999947
3251,0.045404
2178,0.999914
9863,0.000162
6916,0.999736
6275,0.000065
7840,0.998634
10821,0.999930
3353,0.000001
9893,0.000001
2020,0.000001
9190,0.999949
1606,0.000000
8777,0.000006
5506,0.971972
10423,0.000000
11229,0.999943
12288,0.999883
12127,0.000178
4350,0.999947
10637,0.606651
6735,0.999929
5082,0.073989
754,0.000127
5482,0.002806
2806,0.999942
8335,0.999949
2356,0.967480
12181,0.000003
11540,0.044124
12101,0.000424
877,0.000000
6001,0.000013
3956,0.999944
471,0.000004
7093,0.999948
8250,0.961533
455,0.000732
4906,0.000092
6234,0.999927
2293,0.000001
11650,0.999886
7816,0.999945
5996,0.000287
10865,0.000008
2979,0.774717
12299,0.000000
12270,0.999905
5573,0.999940
2460,0.020838
8432,0.000046
8003,0.999953
3712,0.000222
1924,0.014975
2369,0.000005
819,0.999953
9431,0.999946
140,0.000017
6363,0.999937
2830,0.999950
10047,0.999946
3842,0.003410
8153,0.999946
10417,0.007605
4389,0.000016
5276,0.999930
9487,0.000442
4524,0.000001
2650,0.000743
8225,0.000189
7081,0.999943
9515,0.999950
3470,0.999948
9234,0.999900
7326,0.999929
4371,0.000000
3595,0.999951
6312,0.982813
5553,0.016708
8560,0.999938
2798,0.999935
10962,0.999893
588,0.083031
9364,0.999934
4018,0.000155
7194,0.000003
6665,0.999948
374,0.000089
5527,0.999948
2597,0.108141
11155,0.999946
1079,0.999893
1557,0.999950
4382,0.477331
2699,0.001710
10175,0.813365
2918,0.686787
10230,0.999844
11282,0.999922
2817,0.000069
8091,0.999948
7174,0.000003
11454,0.999616
903,0.999945
7854,0.002606
10273,0.000009
655,0.999941
1486,0.999945
7026,0.999950
8983,0.999949
8691,0.999939
7378,0.999844
7972,0.001530
12286,0.000021
1153,0.000003
4303,0.999943
5735,0.999947
9085,0.999945
9820,0.000001
10568,0.999946
7714,0.018734
3369,0.000001
11349,0.999931
6980,0.999945
4376,0.000000
8185,0.999945
11906,0.999944
5673,0.008209
3873,0.000005
4194,0.999945
7588,0.000540
4478,0.999928
7274,0.999933
3437,0.999926
3114,0.999946
11550,0.999942
2022,0.011629
10257,0.000050
897,0.055323
11089,0.999946
10258,0.999947
6488,0.000007
3439,0.000878
5993,0.999920
10576,0.025800
2743,0.999900
10233,0.999950
440,0.999160
12492,0.999939
11849,0.999946
422,0.999951
4107,0.999946
1048,0.999947
3446,0.999786
10431,0.001539
268,0.000017
717,0.000009
8160,0.999946
9144,0.999930
7724,0.000001
8539,0.999943
9968,0.999945
9430,0.999951
3116,0.999947
10169,0.999940
10052,0.056738
6981,0.000001
1675,0.028997
11016,0.999948
8205,0.999938
8262,0.000149
814,0.999817
6543,0.035312
5444,0.999945
10001,0.000102
10617,0.014095
9489,0.999925
3191,0.000002
11548,0.999917
4848,0.000000
762,0.000279
6081,0.000018
1747,0.003148
7637,0.999949
10198,0.003614
7969,0.999942
10130,0.000009
6661,0.999899
6527,0.999945
11827,0.999950
9044,0.999807
12106,0.015072
3381,0.678465
2947,0.000000
11608,0.000222
6221,0.999947
2997,0.000177
8787,0.000002
5610,0.999943
6564,0.999951
7562,0.999929
8157,0.999921
3679,0.110931
1701,0.999923
117,0.000408
11202,0.999293
10309,0.000003
6817,0.040669
11177,0.070069
9926,0.999943
9389,0.003311
6069,0.999950
1572,0.999916
3454,0.999947
9277,0.999952
592,0.000766
5956,0.985896
10760,0.247932
9440,0.000014
663,0.000002
5147,0.999942
4147,0.001423
8359,0.000042
17,0.999943
2380,0.000005
3531,0.475395
5662,0.999939
11180,0.999947
7760,0.999913
11001,0.999946
2956,0.999947
7091,0.000026
11702,0.000001
4006,0.999946
7083,0.999828
7364,0.999942
2490,0.999938
9571,0.688689
11019,0.999948
7555,0.999948
4978,0.002353
10389,0.000001
1254,0.000757
9769,0.999949
2309,0.055192
5335,0.999270
6577,0.999946
8143,0.999926
4872,0.999945
256,0.044373
3409,0.999947
5716,0.136424
231,0.999949
9305,0.000008
3826,0.999933
2528,0.999939
6759,0.999951
8752,0.906042
8037,0.999951
7046,0.000008
6145,0.000236
8530,0.000236
2272,0.999950
10268,0.999946
1950,0.999946
7509,0.999950
10301,0.000001
6156,0.946953
10763,0.000009
7810,0.000041
10284,0.999946
3936,0.000001
12322,0.999935
761,0.999700
4610,0.000001
7572,0.999948
11452,0.999755
3367,0.999946
3057,0.999947
7723,0.999239
4609,0.010052
5969,0.999947
11556,0.000257
11749,0.999943
3688,0.999938
9516,0.999951
8376,0.000002
11450,0.002016
3427,0.999924
10606,0.999943
9319,0.999947
8406,0.001792
3644,0.000009
6939,0.000001
8294,0.000001
621,0.000302
5111,0.999948
8721,0.999931
1271,0.999948
4674,0.999944
3930,0.000464
7226,0.999947
5809,0.999940
3772,0.999944
10986,0.000256
9192,0.035291
4557,0.000898
10954,0.999934
3518,0.000009
5412,0.848794
6927,0.000002
7758,0.999936
4234,0.999884
352,0.999917
918,0.999922
5747,0.999921
3389,0.000001
9189,0.999932
515,0.999954
4197,0.016017
2107,0.999941
9328,0.000002
8506,0.003619
7092,0.004917
12196,0.999950
6782,0.000021
3336,0.999943
1857,0.000009
11542,0.999945
723,0.999949
3385,0.999948
12255,0.000033
2275,0.999921
3969,0.999926
11844,0.999951
1920,0.000002
5886,0.999939
8187,0.999943
4367,0.999949
8796,0.999939
8511,0.000068
7292,0.003380
12379,0.999936
4480,0.999934
7170,0.000010
9642,0.007612
1475,0.000000
402,0.000002
1573,0.999943
3665,0.000001
8523,0.000047
10157,0.783044
5639,0.999845
4711,0.999944
5877,0.999947
5742,0.999946
12009,0.999942
9502,0.000012
1740,0.002638
11661,0.000006
11112,0.999933
9021,0.999946
5088,0.000525
7480,0.999663
8379,0.999935
10008,0.000005
8881,0.999947
4594,0.999948
826,0.999950
4131,0.999938
2206,0.111148
12463,0.999943
9585,0.000460
12083,0.000002
3444,0.450584
1359,0.000022
5706,0.999945
5090,0.999868
251,0.999949
4832,0.999950
1460,0.998776
1778,0.288202
6834,0.999945
4056,0.006149
9188,0.999938
2040,0.999947
10271,0.999939
12239,0.186044
4174,0.999946
930,0.999946
12316,0.999691
3333,0.000066
9846,0.000003
8146,0.000061
5994,0.000261
11110,0.020843
7113,0.000001
5966,0.999944
6475,0.999538
5296,0.020998
1817,0.999950
1938,0.999949
8823,0.999938
7348,0.999949
488,0.000026
5552,0.000008
1323,0.000004
6586,0.999945
9976,0.999926
4031,0.999813
10236,0.000034
6807,0.000016
9891,0.999946
10569,0.999798
8309,0.999885
979,0.999948
8336,0.000009
1718,0.000008
7144,0.999937
310,0.000843
780,0.999936
4852,0.999886
2685,0.559285
9310,0.999951
2156,0.578603
7272,0.013334
3183,0.406691
11602,0.999924
9774,0.999928
8795,0.670433
1147,0.999946
11099,0.000387
3771,0.999813
9898,0.000183
9749,0.999942
9246,0.999948
10289,0.000113
953,0.999946
11443,0.999946
10027,0.999947
12476,0.999942
6733,0.999923
7185,0.006316
12025,0.000003
4875,0.999938
4539,0.999934
827,0.000000
3744,0.997957
8117,0.999942
4223,0.999918
6969,0.000210
8811,0.999950
72,0.999935
932,0.003218
3345,0.999917
12250,0.002039
6562,0.027291
2912,0.999944
12217,0.000001
9957,0.009285
7047,0.999910
9612,0.999941
9201,0.000085
11300,0.999942
9955,0.999947
1603,0.000012
1714,0.999422
5153,0.001509
5894,0.005070
12155,0.996415
1799,0.000002
7345,0.000001
8339,0.999933
2623,0.044617
4981,0.000031
1650,0.999907
12298,0.999945
1499,0.321653
7602,0.000000
9273,0.999947
2584,0.000006
6929,0.999950
4568,0.000025
10067,0.000088
1366,0.999942
11970,0.999932
9492,0.000222
6054,0.779762
1971,0.000001
1845,0.999912
10544,0.000552
6736,0.000006
3083,0.999918
4792,0.999942
686,0.999939
6411,0.000000
6598,0.000002
7380,0.000001
119,0.999938
2866,0.059998
9117,0.999924
2299,0.021568
3122,0.000149
8486,0.999949
4208,0.999945
6478,0.999945
10004,0.999912
4538,0.000004
9806,0.999948
11146,0.999938
10906,0.257530
9871,0.999916
5678,0.000146
6611,0.999948
6799,0.999934
5733,0.999931
1135,0.000006
5935,0.999833
5200,0.999946
5341,0.562976
5164,0.999944
3682,0.999947
9901,0.000558
152,0.000058
1445,0.999947
6766,0.999933
5513,0.999948
4383,0.999941
7821,0.001132
5152,0.000022
9194,0.001293
5072,0.999945
5231,0.999940
2929,0.000054
6741,0.999942
3375,0.999938
1394,0.000007
9258,0.999944
8925,0.338944
7848,0.999950
9659,0.999945
1676,0.999946
7143,0.999945
1838,0.999944
2261,0.999943
10783,0.001410
5040,0.999950
8047,0.924099
3567,0.999931
9859,0.999945
574,0.999929
8901,0.999951
3210,0.999934
7965,0.000020
11828,0.999947
560,0.999946
5311,0.001846
9929,0.003874
7471,0.000050
3162,0.999927
7258,0.000008
11226,0.000002
3967,0.999926
1204,0.000057
5070,0.999940
12187,0.823045
8499,0.007577
8646,0.999941
7871,0.000031
3494,0.999944
3182,0.999941
287,0.000051
962,0.999911
11091,0.006594
970,0.999948
4250,0.000004
11590,0.000216
12327,0.025197
6150,0.000002
2540,0.001495
674,0.000323
6463,0.000409
2119,0.999948
4944,0.000020
11831,0.999949
269,0.999941
7014,0.001499
5250,0.227383
2672,0.000002
11596,0.001952
5175,0.999851
12198,0.000390
5588,0.999877
11725,0.999940
7497,0.000115
7239,0.001054
5437,0.999947
3995,0.000001
5096,0.999943
8474,0.999938
6223,0.999735
11992,0.075414
4207,0.000286
12312,0.000001
143,0.999950
11820,0.018289
9432,0.838231
1053,0.999942
3692,0.000002
9759,0.000000
1764,0.999946
9488,0.999947
296,0.999946
5076,0.000002
1130,0.999932
248,0.000009
9149,0.000423
12495,0.000002
7669,0.999929
776,0.016232
277,0.999944
4652,0.999912
6627,0.999947
7305,0.999948
9580,0.000001
11983,0.951674
176,0.999947
3018,0.999941
10775,0.000036
10927,0.000015
12376,0.999944
609,0.000001
6761,0.999915
2221,0.999937
11465,0.000718
2125,0.999935
10,0.000022
7023,0.000012
5001,0.000006
5135,0.999944
5402,0.999945
11324,0.000334
11096,0.999941
6524,0.999939
12295,0.000476
8293,0.032830
3359,0.999835
6047,0.999943
4061,0.000043
9378,0.999946
11944,0.999948
5647,0.012127
6840,0.999917
5274,0.999939
7566,0.000003
2294,0.999942
5887,0.999788
4877,0.000001
10641,0.999946
11949,0.048835
12096,0.999940
4086,0.999952
2511,0.999889
9794,0.000001
8333,0.000150
3328,0.999945
2316,0.999887
7705,0.999931
6018,0.000024
2121,0.999936
6613,0.000012
161,0.000023
7534,0.999948
5112,0.003988
7918,0.999925
1456,0.000005
6545,0.999948
10800,0.001679
12281,0.999942
11165,0.999923
2609,0.999948
11111,0.999939
6032,0.000001
1587,0.096155
9425,0.000345
2903,0.996328
1608,0.000030
8321,0.999898
9224,0.999949
753,0.000119
7343,0.999945
8414,0.999946
201,0.999952
1560,0.003393
8373,0.000328
7674,0.999951
8207,0.999949
4999,0.999944
3271,0.000074
1605,0.999597
11367,0.000246
10724,0.999951
10161,0.008216
8911,0.010652
9173,0.999928
11779,0.000029
10879,0.999948
996,0.000459
958,0.999937
695,0.999939
11375,0.000016
10851,0.999942
5012,0.291889
7294,0.999946
8113,0.999948
3111,0.824602
7754,0.000557
1631,0.014451
1547,0.999473
526,0.047229
5813,0.999936
10080,0.999935
382,0.508735
8299,0.000915
1745,0.000004
4055,0.996735
10072,0.000056
2062,0.999951
6669,0.000003
3899,0.999942
7423,0.999950
1654,0.999906
7421,0.995811
8152,0.000001
2191,0.000001
4146,0.000111
5338,0.000017
1015,0.000479
4185,0.000000
11080,0.999949
7839,0.999911
3479,0.999944
10176,0.999927
1414,0.999241
12054,0.999953
3871,0.000568
8994,0.003668
9345,0.999952
3032,0.999947
11447,0.000001
6261,0.014644
4851,0.000025
10363,0.000000
7334,0.999947
1125,0.000002
8046,0.000142
9588,0.000271
2802,0.999940
9616,0.999938
11245,0.000005
11998,0.999931
11732,0.999943
4396,0.999945
9939,0.999938
10115,0.000002
10422,0.955855
11491,0.297993
10116,0.999945
10754,0.000011
74,0.999947
12153,0.999941
10083,0.000001
1145,0.999943
21,0.999946
12491,0.999823
6875,0.738562
3262,0.999889
8621,0.944564
7786,0.035714
10097,0.999945
7804,0.997264
5502,0.000694
2011,0.999908
2288,0.000840
10113,0.999938
2810,0.000002
7850,0.002084
134,0.000386
9836,0.999944
9257,0.019851
5554,0.999937
7052,0.999935
2433,0.999906
5983,0.999937
7167,0.000002
2165,0.000001
813,0.998605
6803,0.999948
4739,0.002083
8377,0.001955
11907,0.999949
1647,0.996788
9689,0.001695
8968,0.999949
2080,0.999944
6809,0.999501
2561,0.999942
12259,0.999946
112,0.999949
10716,0.000161
9408,0.000001
8713,0.999923
6591,0.999937
642,0.055114
10412,0.000164
2284,0.999947
4266,0.003307
4,0.999947
2690,0.000002
6107,0.999940
4173,0.999946
1867,0.113710
7254,0.999524
11239,0.999946
521,0.999952
9451,0.000002
11777,0.008077
6466,0.999943
7877,0.000002
7704,0.999933
3601,0.999946
11747,0.000004
10183,0.472127
7607,0.000000
2661,0.999947
10666,0.999944
11579,0.999949
8096,0.999946
4090,0.999936
10970,0.000005
3562,0.999951
2404,0.999941
11544,0.000002
4768,0.002177
5967,0.242581
10497,0.999953
10216,0.999934
4750,0.999951
3068,0.999949
8223,0.999944
3009,0.999945
6703,0.999950
12436,0.979027
2591,0.005543
10643,0.000000
8738,0.996418
7208,0.000034
5166,0.999936
7764,0.999944
6632,0.999755
12452,0.999925
1942,0.000001
10013,0.005460
7012,0.000000
9465,0.999945
8906,0.000021
1479,0.990300
12160,0.999948
11237,0.999933
11490,0.999943
3206,0.999938
1902,0.999790
5407,0.999943
5816,0.000005
3579,0.999893
5771,0.999945
2386,0.999945
772,0.555880
9624,0.999947
964,0.112828
7766,0.999945
1059,0.999943
4743,0.999664
10018,0.000666
11120,0.980296
1502,0.000003
10580,0.999947
10059,0.999796
8067,0.999935
8865,0.999950
4436,0.999944
5595,0.778096
12365,0.999921
11569,0.999944
5661,0.000001
12258,0.000011
4022,0.000004
742,0.999902
11668,0.000000
12396,0.002587
3421,0.999940
7075,0.960686
1049,0.000001
8026,0.000197
2122,0.999946
3750,0.999937
4840,0.999948
3386,0.008664
9679,0.999943
10841,0.000002
5690,0.999948
8575,0.000003
5889,0.357098
1859,0.999950
8566,0.000003
5273,0.999947
7625,0.999943
11592,0.000007
5122,0.000013
9097,0.000002
8594,0.058236
2788,0.999955
10096,0.999944
5309,0.089340
5050,0.241210
10564,0.999937
9071,0.343401
7147,0.004258
8708,0.999917
4241,0.110039
6479,0.000000
3303,0.999947
5520,0.999942
461,0.996417
1159,0.000001
7843,0.999737
7785,0.999951
4334,0.999941
7902,0.999947
1921,0.025601
5399,0.999945
6520,0.000007
3848,0.997558
4045,0.000255
654,0.999942
10506,0.000002
8139,0.999949
8192,0.000164
4412,0.000001
10120,0.000000
10590,0.000001
4737,0.999946
1201,0.999943
4002,0.441746
9309,0.000541
5701,0.999946
1434,0.999944
9990,0.998266
2167,0.000002
2253,0.999932
1421,0.999949
2252,0.002027
6658,0.010283
9617,0.000028
9003,0.999945
9524,0.999867
272,0.000004
5295,0.058505
11679,0.024885
11593,0.999940
7770,0.002148
9496,0.000014
12041,0.999440
3311,0.119907
2181,0.997020
3086,0.999948
3235,0.999946
10263,0.999945
10776,0.000012
2004,0.999934
7441,0.000153
12118,0.000001
3284,0.999946
9827,0.816833
7376,0.024868
2424,0.004470
44,0.999946
8953,0.999941
3599,0.839290
7545,0.991134
2845,0.999944
4606,0.999946
3575,0.000001
2177,0.999929
3280,0.024660
9348,0.022685
7568,0.000000
533,0.000218
8920,0.999896
1801,0.999925
6100,0.000642
10658,0.999948
11564,0.000000
6556,0.999950
652,0.999946
6118,0.999942
7792,0.000020
9357,0.999947
10294,0.000000
8716,0.995502
6882,0.056103
6966,0.013876
7328,0.999948
9687,0.999947
342,0.000372
2514,0.999842
8484,0.000287
9340,0.000023
11929,0.999621
3426,0.999952
7118,0.454028
5316,0.000017
985,0.000227
7085,0.999917
3266,0.102190
11406,0.999947
7160,0.000013
10057,0.080071
8142,0.999931
2095,0.999946
3849,0.999949
6802,0.999936
